qid,answer,answer_start,answer_start_relative
873,Clay Campbell,-1,-1
874,1 August 1936,-1,-1
875,Robert Rylands' Last Journey,-1,-1
876,San Ferdinando di Puglia,-1,-1
877,"Harlan, Iowa",-1,-1
878,Buenos Aires,-1,-1
879,The Motorist Bride,-1,-1
880,Swinburne,-1,-1
881,The King Is The Best Mayor,-1,-1
882,Buenos Aires,-1,-1
883,Toni Blankenheim,-1,-1
884,New York Nights,-1,-1
885,Ma And Pa Kettle Go To Town,-1,-1
886,Under The Lantern,-1,-1
887,Reykjavík,-1,-1
888,Greater Cincinnati Airport,-1,-1
889,Love Yoou Soniye,-1,-1
890,France,-1,-1
891,When Love Sets The Fashion,-1,-1
892,yes,-1,-1
893,"Adalbert I, Margrave of Tuscany",-1,-1
894,yes,-1,-1
895,Institut des hautes études cinématographiques,-1,-1
896,Fear Over The City,-1,-1
897,Kandukondain Kandukondain,-1,-1
898,Olof Skötkonung,-1,-1
899,A Touch Of Zen,-1,-1
900,Lisa O'Keefe,-1,-1
901,Race With The Devil,-1,-1
902,German,-1,-1
903,Bombay Calling,-1,-1
904,Bernardo Freitas,-1,-1
905,1127,-1,-1
906,Israeli,-1,-1
907,British,-1,-1
908,Köpekler Adası,-1,-1
909,The Woman In 47,-1,-1
910,Roman,-1,-1
911,"George Beresford, 1st Marquess of Waterford",-1,-1
912,Canadian,-1,-1
913,Gaut,-1,-1
914,And Who Is Kissing Me?,-1,-1
915,Mysore,-1,-1
916,no,-1,-1
917,Tamil,-1,-1
918,São Paulo,-1,-1
919,New York,-1,-1
920,Saxony,-1,-1
921,Long Island,-1,-1
922,Queen Janggyeong,-1,-1
923,Showdown At Boot Hill,-1,-1
924,The Walls Of Hell,-1,-1
925,Mercadet,-1,-1
926,Badhti Ka Naam Dadhi,-1,-1
927,Detroit,-1,-1
928,Kalkar,-1,-1
929,yes,-1,-1
930,Anders Lundqvist,-1,-1
931,Dutch,-1,-1
932,yes,-1,-1
933,Pōmare IV,-1,-1
934,Back On My B.S.,-1,-1
935,Oslo,-1,-1
936,Banditi Di Praga,-1,-1
937,Haiducii Lui Șaptecai,-1,-1
938,Austrian,-1,-1
939,"Frederick Francis I, Grand Duke of Mecklenburg-Schwerin",-1,-1
940,no,-1,-1
941,This Love Of Ours,-1,-1
942,"April 16, 1888",-1,-1
943,Haris Bashir,-1,-1
944,Ona Munson,-1,-1
945,Hiawanda'S Cross,-1,-1
946,Talk Of The Devil,-1,-1
947,"Tucson, Arizona",-1,-1
948,Columbia Broadcasting System,-1,-1
949,no,-1,-1
950,Captain Eddie,-1,-1
951,Montreuil,-1,-1
952,James B. Harris,-1,-1
953,Canada,-1,-1
954,Frederick VIII of Denmark,-1,-1
955,Maalgudi Days,-1,-1
956,Lakshadweep,-1,-1
957,Zainol Fadzi Paharudin,-1,-1
958,Genevan,-1,-1
959,Béziers,-1,-1
960,Grethe Rottböll,-1,-1
961,Tangled Destinies,-1,-1
962,Seeds Of Hope: Hiv/Aids In Ethiopia,-1,-1
963,Zhang Mengying,-1,-1
964,Release The Prisoners To Spring,-1,-1
965,Elberfeld,-1,-1
966,Hong Kong Baptist College,-1,-1
967,Graves Without A Name,-1,-1
968,Argentine,-1,-1
969,Andrea Ghisi,-1,-1
970,The Vengeance Of Ursus,-1,-1
971,"Toronto, Ontario",-1,-1
972,Crossing Delancey,-1,-1
973,Saarbrücken,-1,-1
974,São Paulo,-1,-1
975,no,-1,-1
976,The Nymph,-1,-1
977,Apne,-1,-1
978,Ernst von Weizsäcker,-1,-1
979,"Mieszko I, Duke of Cieszyn",-1,-1
980,Canadian,-1,-1
981,Mira Sorvino,-1,-1
982,Pepe Hern,-1,-1
983,"Galveston, Texas",-1,-1
984,yes,-1,-1
985,"Princess Madeleine, Duchess of Hälsingland and Gästrikland",-1,-1
986,A Husband For Anna,-1,-1
987,Death On The Set,-1,-1
988,Palm Desert,-1,-1
989,Emine Hatun,-1,-1
990,Princess Augusta of Schwarzburg-Sondershausen,-1,-1
991,Berkeley In The Sixties,-1,-1
992,Theodore Eustace,-1,-1
993,Pájaro Loco,-1,-1
994,Not For Publication,-1,-1
995,Tip Top Tailors,-1,-1
996,7 May 1972,-1,-1
997,Lakshadweep,-1,-1
998,Enrique Guzmán,-1,-1
999,La Casa Stregata,-1,-1
1000,Italy,-1,-1
1001,A Cuban In Spain,-1,-1
1002,Death For Sale,-1,-1
1003,14 September 1927,-1,-1
1004,Toronto,-1,-1
1005,Germany,-1,-1
1006,Andrzeja Górska,-1,-1
1007,The Harrad Experiment,-1,-1
1008,Ezgjan Alioski,-1,-1
1009,Pantheon,-1,-1
1010,Alice K. Bache,-1,-1
1011,Germany,-1,-1
1012,L'Ultimo Amante,-1,-1
1013,Grammy,-1,-1
1014,Quantum Hoops,-1,-1
1015,Stanisław Leszczyński,-1,-1
1016,The Raggedy Rawney,-1,-1
1017,Parkinson,-1,-1
1018,Scratch And Crow,-1,-1
1019,Gülçiçek Hatun,-1,-1
1020,Palmilla,-1,-1
1021,Gmunden,-1,-1
1022,The King'S Thief,-1,-1
1023,Mostar Round-Trip,-1,-1
1024,Erode,-1,-1
1025,Because They'Re Young,-1,-1
1026,Marburg,-1,-1
1027,Song Of The Phoenix,-1,-1
1028,yes,-1,-1
1029,30 March 1774,-1,-1
1030,"Flint, Michigan",-1,-1
1031,Cambridge,-1,-1
1032,yes,-1,-1
1033,Gura Humorului,-1,-1
1034,Violent Saturday,-1,-1
1035,Night Boat To Dublin,-1,-1
1036,Halldóra Eldjárn,-1,-1
1037,Mississauga,-1,-1
1038,Brussels,-1,-1
1039,1 October 1895,-1,-1
1040,Anmol Tasveer,-1,-1
1041,no,-1,-1
1042,British,-1,-1
1043,Crockett Johnson,-1,-1
1044,Rēzekne,-1,-1
1045,Morocco,-1,-1
1046,yes,-1,-1
1047,Colorado,-1,-1
1048,Junior Ponce,-1,-1
1049,Félix De Blochausen,-1,-1
1050,"Bernhard II, Prince of Anhalt-Bernburg",-1,-1
1051,Ewell Castle School,-1,-1
1052,Brunswick,-1,-1
1053,Kati Patang,-1,-1
1054,Willem Van Haecht,-1,-1
1055,A Summer'S Tale,-1,-1
1056,yes,-1,-1
1057,Diez Canciones De Gardel,-1,-1
1058,Hubert Mordek,-1,-1
1059,Waldorf University,-1,-1
1060,Haworth,-1,-1
1061,"Indianapolis, Indiana",-1,-1
1062,"September 11, 1765",-1,-1
1063,Giovanni Matteo Mario,-1,-1
1064,Aregund,-1,-1
1065,Aleksander Ostrogski,-1,-1
1066,Going Hollywood,-1,-1
1067,The Tarantula,-1,-1
1068,Gambling On The High Seas,-1,-1
1069,His Name Is Sukhe-Bator,-1,-1
1070,Member of the Order of Canada,-1,-1
1071,Wiesław Perszke,-1,-1
1072,Mister Scarface,-1,-1
1073,1945,-1,-1
1074,Duke Louis of Württemberg,-1,-1
1075,"Méfiez-Vous, Mesdames",-1,-1
1076,yes,-1,-1
1077,yes,-1,-1
1078,United States,-1,-1
1079,"Houston, Texas",-1,-1
1080,"On A Day Of Ordinary Violence, My Friend Michel Seurat...",-1,-1
1081,8 August 1788,-1,-1
1082,Weston Park,-1,-1
1083,Booksmart,-1,-1
1084,yes,-1,-1
1085,Brighton,-1,-1
1086,A Sangre Fría,-1,-1
1087,"Houston, Texas",-1,-1
1088,"Marcos Antônio De Araújo, 2Nd Baron Of Itajubá",-1,-1
1089,2 July 1953,-1,-1
1090,yes,-1,-1
1091,Oslo,-1,-1
1092,yes,-1,-1
1093,Henriette of Nassau-Weilburg,-1,-1
1094,People's Artist of the RSFSR,-1,-1
1095,Leonel Maciel,-1,-1
1096,Louise of Mecklenburg-Strelitz,-1,-1
1097,West Sussex,-1,-1
1098,"Ernest, Duke of Bavaria",-1,-1
1099,Soestdijk Palace,-1,-1
1100,Pforzheim,-1,-1
1101,Family Herald,-1,-1
1102,Rajendra Rajya Lakshmi Devi,-1,-1
1103,Arthur 2: On The Rocks,-1,-1
1104,B. V. Radha,-1,-1
1105,My Baby'S Daddy,-1,-1
1106,The Surgeon'S Knife,-1,-1
1107,West Sussex,-1,-1
1108,Gülçiçek Hatun,-1,-1
1109,yes,-1,-1
1110,Flame Of Stamboul,-1,-1
1111,yes,-1,-1
1112,Baltimore,-1,-1
1113,Wawel Cathedral,-1,-1
1114,27 June 1441,-1,-1
1115,Castejón,-1,-1
1116,First Cemetery of Athens,-1,-1
1117,Karin Molander,-1,-1
1118,Sir Michael Stanhope,-1,-1
1119,Ecuadorian,-1,-1
1120,An Ancient Tale: When The Sun Was A God,-1,-1
1121,Lee Kyung-Hwan,-1,-1
1122,The Students Of Springfield Street,-1,-1
1123,Hōjō Saneyasu,-1,-1
1124,Stephen De Staebler,-1,-1
1125,First-Year Student,-1,-1
1126,Nevele,-1,-1
1127,London,-1,-1
1128,Evelyn Künneke,-1,-1
1129,Orenburg,-1,-1
1130,La Belle Américaine,-1,-1
1131,Somerset,-1,-1
1132,Nice,-1,-1
1133,Marie Casimire Louise de La Grange d'Arquien,-1,-1
1134,The Babe,-1,-1
1135,Bad Moon,-1,-1
1136,Johann of Isenberg-Limburg,-1,-1
1137,"The Actress, The Dollars And The Transylvanians",-1,-1
1138,Mayrig,-1,-1
1139,Young Sinners,-1,-1
1140,Leopold IV,-1,-1
1141,Ek Haseena Thi Ek Deewana Tha,-1,-1
1142,The Queen'S Secretary,-1,-1
1143,Greenville,-1,-1
1144,Duel Of Champions,-1,-1
1145,Pakistan,-1,-1
1146,The House On 92Nd Street,-1,-1
1147,Sorghaghtani Beki,-1,-1
1148,Elisa & Marcela,-1,-1
1149,Mum'S Guest,-1,-1
1150,Maria Feodorovna,-1,-1
1151,Ruler Of The Road,-1,-1
1152,People Of No Importance,-1,-1
1153,Giovanni Matteo Mario,-1,-1
1154,yes,-1,-1
1155,Elizabeth Wood-Ellem,-1,-1
1156,Film and Television Institute of India,-1,-1
1157,Trịnh Bính,-1,-1
1158,Del Cuplé Al Tango,-1,-1
1159,2007,-1,-1
1160,American,-1,-1
1161,18 October 1691,-1,-1
1162,House Of Mortal Sin,-1,-1
1163,The Caper Of The Golden Bulls,-1,-1
1164,Princess Henriette Adelaide of Savoy,-1,-1
1165,France,-1,-1
1166,Spoilers Of The West,-1,-1
1167,19 February 1992,-1,-1
1168,8 Million Ways To Die,-1,-1
1169,Croatian,-1,-1
1170,Borrowed Hero,-1,-1
1171,Cressi-Sub,-1,-1
1172,Howard Purcell,-1,-1
1173,Hedwig of Münsterberg-Oels,-1,-1
1174,Peter IV Rareș,-1,-1
1175,United Kingdom,-1,-1
1176,Bullets For O'Hara,-1,-1
1177,Juilliard,-1,-1
1178,Rocking Moon,-1,-1
1179,English,-1,-1
1180,1322,-1,-1
1181,Demolition University,-1,-1
1182,Hugobert,-1,-1
1183,Hollywood,-1,-1
1184,Brooks Orpik,-1,-1
1185,Vosges,-1,-1
1186,Edgar Award,-1,-1
1187,yes,-1,-1
1188,Munich,-1,-1
1189,Louise d'Aumont,-1,-1
1190,Wangdue Phodrang,-1,-1
1191,The Commuters,-1,-1
1192,"Frederick VIII, Duke of Schleswig-Holstein",-1,-1
1193,Hollywood,-1,-1
1194,Illinois,-1,-1
1195,New York,-1,-1
1196,Chenies,-1,-1
1197,Diary For My Mother And Father,-1,-1
1198,"Lodi, New Jersey",-1,-1
1199,A Lizard In A Woman'S Skin,-1,-1
1200,Lady Margaret Beaufort,-1,-1
1201,John of Gravina,-1,-1
1202,6 May 1437,-1,-1
1203,no,-1,-1
1204,"October 20, 1952",-1,-1
1205,"Bolesław II, Duke of Cieszyn",-1,-1
1206,Lecce,-1,-1
1207,Georgia O'Keeffe,-1,-1
1208,The Last Days Of Frank And Jesse James,-1,-1
1209,5 År – Som Vi Så Dem,-1,-1
1210,Cadillac Man,-1,-1
1211,Bombay,-1,-1
1212,Namita D'Souza,-1,-1
1213,Where The Dead Go To Die,-1,-1
1214,Coswig,-1,-1
1215,19 November 1597,-1,-1
1216,Satan'S Cheerleaders,-1,-1
1217,A Summer'S Tale,-1,-1
1218,"Magnus II, Duke of Brunswick-Lüneburg",-1,-1
1219,Elisabeth of Hesse-Marburg,-1,-1
1220,yes,-1,-1
1221,Lomas de Zamora,-1,-1
1222,"Newport, Wales",-1,-1
1223,Celine: Through The Eyes Of The World,-1,-1
1224,Chinese In Paris,-1,-1
1225,Hollywood,-1,-1
1226,Vienna,-1,-1
1227,yes,-1,-1
1228,Parkinson,-1,-1
1229,Vänersborg,-1,-1
1230,William Cochrane,-1,-1
1231,"Siemowit III, Duke of Masovia",-1,-1
1232,Østre Toten,-1,-1
1233,Capek'S Tales,-1,-1
1234,Leopoldo Torres Ríos,-1,-1
1235,Filippo Strozzi the Younger,-1,-1
1236,Fearless Nadia,-1,-1
1237,Patrick Janvier,-1,-1
1238,Jeepers Creepers 2,-1,-1
1239,Hit Parade Of 1947,-1,-1
1240,yes,-1,-1
1241,The Pistol: The Birth Of A Legend,-1,-1
1242,Taichang,-1,-1
1243,Marie d'Évreux,-1,-1
1244,30 June 1963,-1,-1
1245,Theresa: The Body Of Christ,-1,-1
1246,Wimbledon,-1,-1
1247,Love In Bangalore,-1,-1
1248,no,-1,-1
1249,Donga Ramudu,-1,-1
1250,Life Is A Long Quiet River,-1,-1
1251,Viktoriya Zeynep Güneş,-1,-1
1252,yes,-1,-1
1253,Maria Beatrice of Savoy,-1,-1
1254,"Spokane, Washington",-1,-1
1255,Murder By Proxy,-1,-1
1256,China,-1,-1
1257,Naples,-1,-1
1258,Daeng Chelak,-1,-1
1259,Outcasts Of The Trail,-1,-1
1260,Santo Amaro,-1,-1
1261,Southern Germany,-1,-1
1262,Road To Istanbul,-1,-1
1263,Brisbane,-1,-1
1264,"Philippe François, 1st Duke of Arenberg",-1,-1
1265,Harvard Medical School,-1,-1
1266,Halle,-1,-1
1267,"Louis de Luxembourg, Count of Saint-Pol",-1,-1
1268,Operación Rosa Rosa,-1,-1
1269,Istanbul,-1,-1
1270,Dominican Republic,-1,-1
1271,no,-1,-1
1272,Skövde,-1,-1
1273,Delhi,-1,-1
1274,"Spy Today, Die Tomorrow",-1,-1
1275,Ramon Berenguer IV,-1,-1
1276,Alle Gaar Rundt Og Forelsker Sig,-1,-1
1277,The Damned United,-1,-1
1278,Västerås,-1,-1
1279,"Hugh de Stafford, 2nd Earl of Stafford",-1,-1
1280,16 November 1606,-1,-1
1281,Terror Of The Steppes,-1,-1
1282,Salzburg,-1,-1
1283,Jacknife,-1,-1
1284,Johannes Falkenberg,-1,-1
1285,Rose Of The Yukon,-1,-1
1286,Great Britain,-1,-1
1287,Poland,-1,-1
1288,Filmfare Award,-1,-1
1289,13 April 1930,-1,-1
1290,August Körling,-1,-1
1291,yes,-1,-1
1292,Rattle Of A Simple Man,-1,-1
1293,Cary Devall Langhorne,-1,-1
1294,Kalkar,-1,-1
1295,Khizr Khoja,-1,-1
1296,"April 17, 1947",-1,-1
1297,yes,-1,-1
1298,Charles Louis,-1,-1
1299,1865,-1,-1
1300,Saeed Nafisi,-1,-1
1301,"Prince Edward, Duke of Kent",-1,-1
1302,Catherine of Saxe-Lauenburg,-1,-1
1303,Darius II,-1,-1
1304,City and Islington College,-1,-1
1305,Žatec,-1,-1
1306,Doa: Dead Or Alive,-1,-1
1307,Trucker'S Woman,-1,-1
1308,Max Bruch,-1,-1
1309,Urraca of León,-1,-1
1310,yes,-1,-1
1311,Carlos Reyté,-1,-1
1312,"Sir Matthew Deane, 3rd Baronet",-1,-1
1313,25 June 1304,-1,-1
1314,yes,-1,-1
1315,Leaves From Satan'S Book,-1,-1
1316,Heinz In The Moon,-1,-1
1317,Emmy Of Stork'S Nest,-1,-1
1318,High School Musical: El Desafío,-1,-1
1319,yes,-1,-1
1320,Traces Of An Amorous Life,-1,-1
1321,Munich,-1,-1
1322,Szczodre,-1,-1
1323,no,-1,-1
1324,The Ghost That Never Returns,-1,-1
1325,"Honoré IV, Prince of Monaco",-1,-1
1326,Hollywood,-1,-1
1327,United States,-1,-1
1328,Rathimanmadhan,-1,-1
1329,The Story Of Gilbert And Sullivan,-1,-1
1330,1433,-1,-1
1331,Irish,-1,-1
1332,Nørresundby,-1,-1
1333,"Pocholo, Pichuca Y Yo",-1,-1
1334,Mecca,-1,-1
1335,The Best Of Celly Cel,-1,-1
1336,Aldri Annet Enn Bråk,-1,-1
1337,University of Leipzig,-1,-1
1338,Fritz Rustad,-1,-1
1339,Petworth House,-1,-1
1340,George Cressman,-1,-1
1341,Agnes of Périgord,-1,-1
1342,New Zealand,-1,-1
1343,19 May 1810,-1,-1
1344,Cahiers du cinéma,-1,-1
1345,The Shepherd Lassie Of Argyle,-1,-1
1346,On The Riviera,-1,-1
1347,Barcelona,-1,-1
1348,Kingdom of Portugal,-1,-1
1349,Vidya Vikas Institute of Engineering & Technology (VVIET),-1,-1
1350,Captain Andrew William Kerr,-1,-1
1351,A Soldier'S Oath,-1,-1
1352,"Taal, Batangas",-1,-1
1353,Harvard,-1,-1
1354,Chicoutimi,-1,-1
1355,Dutch,-1,-1
1356,no,-1,-1
1357,Nájera,-1,-1
1358,Pisa,-1,-1
1359,Hombisilu,-1,-1
1360,"Joan de Geneville, 2nd Baroness Geneville",-1,-1
1361,"Our Friends, The Hayseeds",-1,-1
1362,Schneeland,-1,-1
1363,Genius Grant,-1,-1
1364,August Söderman,-1,-1
1365,P. K. Abdul Aziz,-1,-1
1366,Washington,-1,-1
1367,Swayamkrushi,-1,-1
1368,Kuressaare,-1,-1
1369,17 July 1070,-1,-1
1370,Westwood Village Memorial Park Cemetery,-1,-1
1371,Sigmaringen,-1,-1
1372,Some Kind Of Life,-1,-1
1373,Melisende of Crécy,-1,-1
1374,United States,-1,-1
1375,30 Days In Atlanta,-1,-1
1376,Munich,-1,-1
1377,no,-1,-1
1378,Annie From Tharau,-1,-1
1379,no,-1,-1
1380,Esparza,-1,-1
1381,United States,-1,-1
1382,Sarah Sutherland,-1,-1
1383,Zbigniew Brzezinski,-1,-1
1384,"John II, Prince of Anhalt-Zerbst",-1,-1
1385,Cape Breton Island,-1,-1
1386,German,-1,-1
1387,Lomawa Ndwandwe,-1,-1
1388,11 April 1382,-1,-1
1389,Ven Mi Corazón Te Llama,-1,-1
1390,Countess Palatine Margaret of Mosbach,-1,-1
1391,Efva Attling,-1,-1
1392,Eleanor Of Lancaster,-1,-1
1393,"Prince Ferdinand Philippe, Duke of Orléans",-1,-1
1394,National Artist of the Philippines,-1,-1
1395,yes,-1,-1
1396,Cahiers du cinéma,-1,-1
1397,Naci Öğün,-1,-1
1398,Frank Liddell,-1,-1
1399,Ferdinand II of the Two Sicilies,-1,-1
1400,"S.P.Q.R.: 2,000 And A Half Years Ago",-1,-1
1401,French,-1,-1
1402,Divorce In Montevideo,-1,-1
1403,Maria Feodorovna,-1,-1
1404,Hong Kong Film Award for Best Director,-1,-1
1405,Sancho Ramírez,-1,-1
1406,Italy,-1,-1
1407,Margaret of Hanau-Lichtenberg,-1,-1
1408,1941,-1,-1
1409,Leeuwarden,-1,-1
1410,One Day In The Life Of Andrei Arsenevich,-1,-1
1411,Wales,-1,-1
1412,yes,-1,-1
1413,Meresankh II,-1,-1
1414,yes,-1,-1
1415,Salad By The Roots,-1,-1
1416,"Hazleton, Pennsylvania",-1,-1
1417,Leif Kristian Nestvold-Haugen,-1,-1
1418,"Anne Russell, Countess Of Bedford",-1,-1
1419,Winnetka,-1,-1
1420,Le Donk & Scor-Zay-Zee,-1,-1
1421,Villupuram,-1,-1
1422,Spaceways,-1,-1
1423,Aryeh Ben-Eliezer,-1,-1
1424,yes,-1,-1
1425,6 April 1362,-1,-1
1426,They Came To Blow Up America,-1,-1
1427,no,-1,-1
1428,"Aloha, Bobby And Rose",-1,-1
1429,The Whole Shootin' Match,-1,-1
1430,Grand Duchess Maria Kirillovna of Russia,-1,-1
1431,Joseph Fielding Smith,-1,-1
1432,Sasaram,-1,-1
1433,6 November 1920,-1,-1
1434,"Charles Paulet, 1st Duke of Bolton",-1,-1
1435,United States,-1,-1
1436,18 November 1349,-1,-1
1437,Merton Russell-Cotes,-1,-1
1438,20 September 1817,-1,-1
1439,Maria Newell,-1,-1
1440,7 March 1772,-1,-1
1441,Monster On The Campus,-1,-1
1442,Romance In A Minor Key,-1,-1
1443,yes,-1,-1
1444,Mike Senese,-1,-1
1445,Rome,-1,-1
1446,The Law And The Woman,-1,-1
1447,Don'T Freak Me Out,-1,-1
1448,"William Bruce, 8th Earl of Kincardine",-1,-1
1449,Dance Raja Dance,-1,-1
1450,Norway,-1,-1
1451,Her Husband'S Affairs,-1,-1
1452,Brooklyn'S Finest,-1,-1
1453,Santiago,-1,-1
1454,Ferdinand II of the Two Sicilies,-1,-1
1455,Amman,-1,-1
1456,Beji Caid Essebsi,-1,-1
1457,God'S Gift To Women,-1,-1
1458,Wild Boys Of The Road,-1,-1
1459,"Grips, Grunts And Groans",-1,-1
1460,1934,-1,-1
1461,Trump Organization,-1,-1
1462,1 October 1993,-1,-1
1463,yes,-1,-1
1464,London,-1,-1
1465,no,-1,-1
1466,John Beach,-1,-1
1467,Alkohol,-1,-1
1468,no,-1,-1
1469,Goldman,-1,-1
1470,"Los Angeles, California",-1,-1
1471,Rudolf Hausner,-1,-1
1472,But Not In Vain,-1,-1
1473,La Quintrala,-1,-1
1474,Venky,-1,-1
1475,American Hustle,-1,-1
1476,Bolivian,-1,-1
1477,"Murder, He Says",-1,-1
1478,Ask A Policeman,-1,-1
1479,Léolo,-1,-1
1480,Gowran,-1,-1
1481,Vellore,-1,-1
1482,Zagreb,-1,-1
1483,Ischia,-1,-1
1484,"Karl Alexander, 5th Prince of Thurn and Taxis",-1,-1
1485,Bolko I of Opole,-1,-1
1486,"Heads I Win, Tails You Lose",-1,-1
1487,Longqing,-1,-1
1488,"Garsenda, Heiress of Bigorre",-1,-1
1489,yes,-1,-1
1490,Road Hard,-1,-1
1491,yes,-1,-1
1492,Madigan'S Millions,-1,-1
1493,Hem Från Babylon,-1,-1
1494,Harry Kendall Thaw,-1,-1
1495,Mark Brzezicki,-1,-1
1496,"Shaftsbury, Vermont",-1,-1
1497,no,-1,-1
1498,Montfort,-1,-1
1499,L'Affaire Maurizius,-1,-1
1500,United Nations,-1,-1
1501,Helsingfors,-1,-1
1502,New York,-1,-1
1503,Drusus Julius Caesar,-1,-1
1504,Deutsche Film- und Fernsehakademie Berlin,-1,-1
1505,Sergio Mimica-Gezzan,-1,-1
1506,Filipino,-1,-1
1507,Guilty?,-1,-1
1508,Franz Joseph I,-1,-1
1509,Escape From The 'Liberty' Cinema,-1,-1
1510,Gmunden,-1,-1
1511,Vienna,-1,-1
1512,Bad Homburg vor der Höhe,-1,-1
1513,Hills Of Hate,-1,-1
1514,yes,-1,-1
1515,Flesh For Frankenstein,-1,-1
1516,Mama'S Little Pirate,-1,-1
1517,yes,-1,-1
1518,2 June 2015,-1,-1
1519,New York,-1,-1
1520,yes,-1,-1
1521,Face In The Rain,-1,-1
1522,The Best Of Pure Voice,-1,-1
1523,Stanisław Leszczyński,-1,-1
1524,Paris,-1,-1
1525,"Matthew Stewart, 4th Earl of Lennox",-1,-1
1526,Eleanor of Castile,-1,-1
1527,Cologne,-1,-1
1528,Hong Kong,-1,-1
1529,Lewis Edward Emerson,-1,-1
1530,Mexican Spitfire'S Elephant,-1,-1
1531,Halga,-1,-1
1532,Darwin'S Nightmare,-1,-1
1533,Amstelveen,-1,-1
1534,Viliami Tungī Mailefihi,-1,-1
1535,"August 11, 1630",-1,-1
1536,Welsh,-1,-1
1537,Leverian Collection,-1,-1
1538,Urraca of León,-1,-1
1539,Meara Stiller,-1,-1
1540,My Love Came Back,-1,-1
1541,Qing dynasty,-1,-1
1542,The Madonna'S Secret,-1,-1
1543,Moonstruck,-1,-1
1544,Saw Myat Lay,-1,-1
1545,Biraj Bahu,-1,-1
1546,Ralph Earnhardt,-1,-1
1547,Catherine Opalińska,-1,-1
1548,Tjitra,-1,-1
1549,The Princess And The Clown,-1,-1
1550,American,-1,-1
1551,Paris Playboys,-1,-1
1552,National Film Board,-1,-1
1553,"Richard de Clare, 6th Earl of Gloucester",-1,-1
1554,no,-1,-1
1555,Pacific Rendezvous,-1,-1
1556,New York,-1,-1
1557,Rockland,-1,-1
1558,With Davy Crockett At The Fall Of The Alamo,-1,-1
1559,yes,-1,-1
1560,Porto,-1,-1
1561,9 May 1914,-1,-1
1562,Henry I of Navarre,-1,-1
1563,Niall mac Cernaig Sotal,-1,-1
1564,Börte,-1,-1
1565,Miss Tatlock'S Millions,-1,-1
1566,25 August 1940,-1,-1
1567,Revolt Of The Praetorians,-1,-1
1568,Chiang Chung-Ling,-1,-1
1569,Newel Knight,-1,-1
1570,Álvaro Grant Macdonald,-1,-1
1571,10 September 1859,-1,-1
1572,Mitch McConnell,-1,-1
1573,Compagnie Française Des Métaux,-1,-1
1574,La Vuelta De Rocha,-1,-1
1575,23 August 1478,-1,-1
1576,Grand Duke Vladimir Alexandrovich of Russia,-1,-1
1577,Panthéon,-1,-1
1578,Benaouda Boudjellal,-1,-1
1579,"Francis I, Holy Roman Emperor",-1,-1
1580,Everybody'S Hobby,-1,-1
1581,Wedding Bills,-1,-1
1582,7 August 1621,-1,-1
1583,18 July 1793,-1,-1
1584,Mystify: Michael Hutchence,-1,-1
1585,Forest Of Love,-1,-1
1586,2 February 1426,-1,-1
1587,China,-1,-1
1588,Fårö,-1,-1
1589,Khutughtu Khan,-1,-1
1590,Red Bank,-1,-1
1591,March Of The Penguins,-1,-1
1592,Christ Church,-1,-1
1593,James Reese Europe,-1,-1
1594,Buckinghamshire,-1,-1
1595,Her Luck In London,-1,-1
1596,11 November 1949,-1,-1
1597,yes,-1,-1
1598,no,-1,-1
1599,Norway,-1,-1
1600,Évreux,-1,-1
1601,Les Amants Du Pont Saint-Jean,-1,-1
1602,Montréal,-1,-1
1603,Göllheim,-1,-1
1604,"Charles Thomas, Prince of Löwenstein-Wertheim-Rosenberg",-1,-1
1605,Shoot-Out At Medicine Bend,-1,-1
1606,Woman Basketball Player No. 5,-1,-1
1607,Ela Gandhi,-1,-1
1608,"Anthony, Duke of Brabant",-1,-1
1609,Act Of Violence,-1,-1
1610,The Working Class Goes To Heaven,-1,-1
1611,Kong: Skull Island,-1,-1
1612,3 November 1901,-1,-1
1613,Mapy Cortés,-1,-1
1614,Le Frisson Des Vampires,-1,-1
1615,1283,-1,-1
1616,Helsinki,-1,-1
1617,yes,-1,-1
1618,no,-1,-1
1619,Irmengard of Henneberg,-1,-1
1620,Mapy Cortés,-1,-1
1621,British,-1,-1
1622,Filmfare Award,-1,-1
1623,Yuen Siu-tien,-1,-1
1624,Small Town Boy,-1,-1
1625,Kassel,-1,-1
1626,Alexander II of Russia,-1,-1
1627,Chuck Schumer,-1,-1
1628,Leipzig,-1,-1
1629,Darmstadt,-1,-1
1630,Kull The Conqueror,-1,-1
1631,Saxony,-1,-1
1632,"Santa Barbara, California",-1,-1
1633,César Award for Best Director,-1,-1
1634,New York,-1,-1
1635,The Falcon'S Alibi,-1,-1
1636,Melody Of Murder,-1,-1
1637,Margaretha van Mechelen,-1,-1
1638,Herstal,-1,-1
1639,Ward No.7,-1,-1
1640,Róża Maria Wodzicka,-1,-1
1641,National Film School in Łódź,-1,-1
1642,Baise-Moi,-1,-1
1643,Porto,-1,-1
1644,Lethal Weapon 2,-1,-1
1645,Product Perfect,-1,-1
1646,26 June 1809,-1,-1
1647,yes,-1,-1
1648,Australia Marches With Britain,-1,-1
1649,Auvergne,-1,-1
1650,11 February 1948,-1,-1
1651,"Mercer, Maine",-1,-1
1652,Polish–Lithuanian Commonwealth,-1,-1
1653,Dornburg,-1,-1
1654,Las Vegas Sands,-1,-1
